account_id,player_slot,party_id,permanent_buffs,party_size,team_number,team_slot,hero_id,hero_variant,item_0,item_1,item_2,item_3,item_4,item_5,backpack_0,backpack_1,backpack_2,item_neutral,item_neutral2,kills,deaths,assists,leaver_status,last_hits,denies,gold_per_min,xp_per_min,level,net_worth,aghanims_scepter,aghanims_shard,moonshard,hero_damage,tower_damage,hero_healing,gold,gold_spent,ability_upgrades_arr,personaname,name,last_login,rank_tier,computed_mmr,is_subscriber,radiant_win,start_time,duration,cluster,lobby_type,game_mode,is_contributor,patch,region,isRadiant,win,lose,total_gold,total_xp,kills_per_min,kda,abandons,benchmarks,match_id,start_time_iso
1195957275,132,9.0,[],1.0,1,4,106,1,50,145,145,11,1125,34,3,11,0,828,1586,5,10,8,0,118,1,368,524,18,12329,0,0,0,15482,0,0,429,13420,"[5604, 5603, 5604, 5603, 5604, 5606, 5605, 5604, 5603, 5603, 5605, 5606, 5605, 5605, 6159, 6647, 5606]",hidden,,,54,3766.99,False,True,1763790562,2104,251,7,22,False,58,15.0,False,0,1,12904,18374,0.14258555133079848,1.18,0,"{'gold_per_min': {'raw': 368, 'pct': 0.14439655172413793}, 'xp_per_min': {'raw': 524, 'pct': 0.1810344827586207}, 'kills_per_min': {'raw': 0.14258555133079848, 'pct': 0.2521551724137931}, 'last_hits_per_min': {'raw': 3.365019011406844, 'pct': 0.13577586206896552}, 'hero_damage_per_min': {'raw': 441.5019011406844, 'pct': 0.08405172413793104}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.6271551724137931}, 'tower_damage': {'raw': 0, 'pct': 0.13577586206896552}}",8570511409,2025-11-22 05:49:22
1195957275,131,,,,1,3,8,1,139,0,145,63,0,0,0,0,0,1604,1584,0,6,6,0,214,4,384,481,17,12365,0,0,0,7011,0,2790,1615,11385,"[5028, 5028, 5029, 5027, 5028, 5030, 5028, 5029, 5027, 5027, 5027, 5030, 7021, 5029, 5029, 1192]",hidden,,,54,3766.99,False,True,1763783822,2083,381,7,22,False,58,,False,0,1,13331,16698,,0.86,0,"{'gold_per_min': {'raw': 384, 'pct': 0.09090909090909091}, 'xp_per_min': {'raw': 481, 'pct': 0.09783549783549783}, 'kills_per_min': {'raw': 0, 'pct': 0.024242424242424242}, 'last_hits_per_min': {'raw': 6.164186269803168, 'pct': 0.18701298701298702}, 'hero_damage_per_min': {'raw': 201.94911185789726, 'pct': 0.04155844155844156}, 'hero_healing_per_min': {'raw': 80.36485837734037, 'pct': 0.3385281385281385}, 'tower_damage': {'raw': 0, 'pct': 0.14632034632034632}}",8570419236,2025-11-22 03:57:02
1195957275,131,,,,1,3,41,2,158,63,147,160,139,26,0,0,0,1607,1584,11,8,16,0,398,6,642,998,27,28678,0,1,0,50329,4840,0,2128,27390,"[5182, 5691, 5184, 5184, 5184, 5185, 5184, 5182, 5182, 5182, 867, 5185, 5691, 5691, 5691, 5185, 6807, 6128, 6651, 856]",hidden,,,54,3766.99,False,False,1763704955,2855,251,7,22,False,58,15.0,False,1,0,30548,47488,0.23117338003502627,3.0,0,"{'gold_per_min': {'raw': 642, 'pct': 0.7471751412429378}, 'xp_per_min': {'raw': 998, 'pct': 0.786723163841808}, 'kills_per_min': {'raw': 0.23117338003502627, 'pct': 0.653954802259887}, 'last_hits_per_min': {'raw': 8.364273204903679, 'pct': 0.8163841807909604}, 'hero_damage_per_min': {'raw': 1057.7022767075305, 'pct': 0.9519774011299436}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9166666666666666}, 'tower_damage': {'raw': 4840, 'pct': 0.6059322033898306}}",8568897442,2025-11-21 06:02:35
1195957275,128,,,,1,0,1,1,63,208,147,145,160,139,0,0,0,1641,1597,12,14,10,0,527,9,671,963,28,30552,0,0,0,35540,0,0,3002,29945,"[5003, 5004, 5004, 5003, 7314, 5006, 5004, 5004, 7314, 5003, 5003, 5006, 7314, 7314, 966, 666, 5006, 665, 6353, 1495, 6800]",hidden,,,54,3766.99,False,True,1763699899,3185,381,7,22,False,58,,False,0,1,35618,51119,0.22605965463108318,1.47,0,"{'gold_per_min': {'raw': 671, 'pct': 0.6234042553191489}, 'xp_per_min': {'raw': 963, 'pct': 0.6329787234042553}, 'kills_per_min': {'raw': 0.22605965463108318, 'pct': 0.5914893617021276}, 'last_hits_per_min': {'raw': 9.92778649921507, 'pct': 0.7393617021276596}, 'hero_damage_per_min': {'raw': 669.5133437990581, 'pct': 0.6978723404255319}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9617021276595744}, 'tower_damage': {'raw': 0, 'pct': 0.13191489361702127}}",8568841434,2025-11-21 04:38:19
1195957275,0,0.0,"[{'permanent_buff': 2, 'stack_count': 0, 'grant_time': 3777}, {'permanent_buff': 12, 'stack_count': 0, 'grant_time': 3266}]",1.0,0,0,41,2,139,158,147,141,160,116,63,0,0,327,1588,19,11,19,0,614,13,803,1149,30,46183,1,1,0,64246,18330,125,6833,41245,"[5182, 5691, 5184, 5182, 5182, 5185, 5182, 5184, 5184, 5184, 5691, 5185, 5691, 5691, 6807, 867, 5185, 6128, 6651, 856, 868, 7388, 7001]",hidden,,,54,3766.99,False,True,1763611015,4039,251,7,22,False,58,15.0,True,1,0,54055,77346,0.28224808120821987,3.17,0,"{'gold_per_min': {'raw': 803, 'pct': 0.9774011299435028}, 'xp_per_min': {'raw': 1149, 'pct': 0.9209039548022598}, 'kills_per_min': {'raw': 0.2822480812082198, 'pct': 0.7796610169491526}, 'last_hits_per_min': {'raw': 9.121069571676157, 'pct': 0.9011299435028248}, 'hero_damage_per_min': {'raw': 954.3847487001733, 'pct': 0.922316384180791}, 'hero_healing_per_min': {'raw': 1.8568952711067095, 'pct': 0.9194915254237288}, 'tower_damage': {'raw': 18330, 'pct': 0.981638418079096}}",8567352813,2025-11-20 03:56:55
1195957275,0,0.0,"[{'permanent_buff': 12, 'stack_count': 0, 'grant_time': 2945}]",1.0,0,0,49,3,158,147,1,63,108,141,0,0,0,1601,1584,8,5,6,0,446,17,613,764,25,25513,0,1,0,20337,2308,0,1013,26325,"[5226, 5228, 5226, 5227, 5226, 5229, 5226, 5228, 5228, 5228, 5227, 5229, 5227, 5227, 6635, 5938, 5229, 1043, 742]",hidden,,,54,3766.99,False,False,1763531848,2785,251,7,22,False,58,15.0,True,0,1,28453,35462,0.17235188509874327,2.33,0,"{'gold_per_min': {'raw': 613, 'pct': 0.7667304015296367}, 'xp_per_min': {'raw': 764, 'pct': 0.6118546845124283}, 'kills_per_min': {'raw': 0.17235188509874327, 'pct': 0.5239005736137667}, 'last_hits_per_min': {'raw': 9.608617594254937, 'pct': 0.9292543021032504}, 'hero_damage_per_min': {'raw': 438.1400359066427, 'pct': 0.35372848948374763}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9541108986615678}, 'tower_damage': {'raw': 2308, 'pct': 0.3977055449330784}}",8565981615,2025-11-19 05:57:28
1195957275,132,,,,1,4,104,1,50,127,1,108,168,252,1122,0,0,1643,1585,16,13,10,0,155,7,464,731,24,17537,0,0,0,41050,116,888,87,18975,"[5595, 5597, 5595, 5596, 5595, 5598, 5595, 5597, 5597, 5597, 5596, 5598, 5596, 5596, 1113, 6671, 5598, 6526]",hidden,,,54,3766.99,False,True,1763525363,2591,381,7,22,False,58,,False,0,1,20037,31567,0.37051331532226944,1.86,0,"{'gold_per_min': {'raw': 464, 'pct': 0.5157593123209169}, 'xp_per_min': {'raw': 731, 'pct': 0.6255969436485196}, 'kills_per_min': {'raw': 0.3705133153222694, 'pct': 0.8787010506208214}, 'last_hits_per_min': {'raw': 3.5893477421844846, 'pct': 0.24068767908309455}, 'hero_damage_per_min': {'raw': 950.5982246236974, 'pct': 0.8968481375358166}, 'hero_healing_per_min': {'raw': 20.56348900038595, 'pct': 0.3763132760267431}, 'tower_damage': {'raw': 116, 'pct': 0.24450811843361986}}",8565912597,2025-11-19 04:09:23
1195957275,1,,,,0,1,8,1,50,158,1,108,75,36,11,0,0,1603,1584,6,12,9,0,289,14,580,698,21,19011,0,0,0,20262,774,3456,1606,18345,"[5028, 5028, 5029, 5027, 5028, 5030, 5028, 5027, 5027, 5027, 7021, 5030, 5029, 5029, 5029, 1192, 5030, 6105]",hidden,,,54,3766.99,False,False,1763443806,2154,251,7,22,False,58,15.0,True,0,1,20822,25058,0.1671309192200557,1.15,0,"{'gold_per_min': {'raw': 580, 'pct': 0.42597402597402595}, 'xp_per_min': {'raw': 698, 'pct': 0.3238095238095238}, 'kills_per_min': {'raw': 0.1671309192200557, 'pct': 0.3523809523809524}, 'last_hits_per_min': {'raw': 8.050139275766016, 'pct': 0.4562770562770563}, 'hero_damage_per_min': {'raw': 564.4011142061281, 'pct': 0.42597402597402595}, 'hero_healing_per_min': {'raw': 96.26740947075209, 'pct': 0.3913419913419913}, 'tower_damage': {'raw': 774, 'pct': 0.258008658008658}}",8564498928,2025-11-18 05:30:06
1195957275,3,,,,0,3,100,1,50,108,1,168,232,36,0,0,0,1641,1583,8,13,25,0,106,6,362,696,24,15318,0,0,0,21073,110,0,1143,14465,"[7322, 5566, 5565, 7322, 7322, 5568, 7322, 5566, 5565, 5566, 5568, 5566, 5565, 5565, 5568, 6411, 6961, 6194]",hidden,,,54,3766.99,False,False,1763437606,2791,251,7,22,False,58,15.0,True,0,1,16839,32375,0.17198136868505912,2.36,0,"{'gold_per_min': {'raw': 362, 'pct': 0.5893271461716937}, 'xp_per_min': {'raw': 696, 'pct': 0.7819025522041764}, 'kills_per_min': {'raw': 0.17198136868505912, 'pct': 0.6728538283062645}, 'last_hits_per_min': {'raw': 2.2787531350770336, 'pct': 0.6983758700696056}, 'hero_damage_per_min': {'raw': 453.02042278753134, 'pct': 0.6473317865429234}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.7099767981438515}, 'tower_damage': {'raw': 110, 'pct': 0.3480278422273782}}",8564431049,2025-11-18 03:46:46
1195957275,0,0.0,[],1.0,0,0,105,2,180,96,176,235,108,100,0,0,0,377,1587,14,21,34,0,379,5,578,733,28,31226,0,0,0,63572,373,0,7651,23865,"[879, 5601, 879, 5601, 879, 5599, 879, 886, 5601, 5601, 886, 5599, 886, 886, 6997, 6282, 5599, 412, 6998, 6000, 6160]",hidden,,,54,3766.99,False,False,1763353911,4335,251,7,22,False,58,15.0,True,0,1,41760,52959,0.19377162629757785,2.18,0,"{'gold_per_min': {'raw': 578, 'pct': 0.9293078055964654}, 'xp_per_min': {'raw': 733, 'pct': 0.7864506627393225}, 'kills_per_min': {'raw': 0.19377162629757785, 'pct': 0.6170839469808542}, 'last_hits_per_min': {'raw': 5.245674740484429, 'pct': 0.8969072164948454}, 'hero_damage_per_min': {'raw': 879.8892733564014, 'pct': 0.6318114874815906}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.8468335787923417}, 'tower_damage': {'raw': 373, 'pct': 0.4108983799705449}}",8562952514,2025-11-17 04:31:51
