account_id,player_slot,team_number,team_slot,hero_id,hero_variant,item_0,item_1,item_2,item_3,item_4,item_5,backpack_0,backpack_1,backpack_2,item_neutral,item_neutral2,kills,deaths,assists,leaver_status,last_hits,denies,gold_per_min,xp_per_min,level,net_worth,aghanims_scepter,aghanims_shard,moonshard,hero_damage,tower_damage,hero_healing,gold,gold_spent,ability_upgrades_arr,personaname,name,last_login,rank_tier,computed_mmr,is_subscriber,radiant_win,start_time,duration,cluster,lobby_type,game_mode,is_contributor,patch,isRadiant,win,lose,total_gold,total_xp,kills_per_min,kda,abandons,benchmarks,match_id,region,party_id,permanent_buffs,party_size,start_time_iso
1195957275,2,0,2,81,2,63,112,151,154,114,36,4206,11,0,2097,1583,15,10,15,0,204,5,659,1192,27,25515,0,1,0,48360,14086,0,5130,21900,"[5426, 5428, 5427, 5427, 5427, 5429, 5428, 5426, 5426, 5426, 5428, 6618, 5429, 5427, 5428, 872, 5429, 6619, 870, 871]",hidden,,,54,3766.99,False,True,1769144328,2333,381,0,4,False,59,True,1,0,25624,46348,0.3857693956279469,2.73,0,"{'gold_per_min': {'raw': 659, 'pct': 0.8960396039603961}, 'xp_per_min': {'raw': 1192, 'pct': 0.9752475247524752}, 'kills_per_min': {'raw': 0.3857693956279468, 'pct': 0.8415841584158416}, 'last_hits_per_min': {'raw': 5.246463780540077, 'pct': 0.5866336633663366}, 'hero_damage_per_min': {'raw': 1243.7205315045007, 'pct': 0.9702970297029703}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9801980198019802}, 'tower_damage': {'raw': 14086, 'pct': 0.9554455445544554}}",8660412202,,,,,2026-01-23 04:58:48
1195957275,1,0,1,74,3,29,108,65,279,1802,0,0,0,0,359,1594,8,15,11,0,93,6,362,361,15,11516,0,0,0,16648,0,0,1216,10440,"[5372, 5370, 5372, 5371, 5372, 5371, 5372, 5371, 5372, 5370, 6099, 5370, 5370, 5372, 5371, 5372, 1654]",hidden,,,54,3766.99,False,False,1769141698,2322,251,0,4,False,59,True,0,1,14009,13970,0.20671834625322996,1.19,0,"{'gold_per_min': {'raw': 362, 'pct': 0.2110009017132552}, 'xp_per_min': {'raw': 361, 'pct': 0.06853020739404869}, 'kills_per_min': {'raw': 0.20671834625322996, 'pct': 0.5293056807935077}, 'last_hits_per_min': {'raw': 2.4031007751937983, 'pct': 0.260595130748422}, 'hero_damage_per_min': {'raw': 430.1808785529716, 'pct': 0.15689810640216412}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.8322813345356177}, 'tower_damage': {'raw': 0, 'pct': 0.10009017132551848}}",8660387354,15.0,,,,2026-01-23 04:14:58
1195957275,3,0,3,102,1,50,939,137,4205,30,36,0,0,0,1605,1584,1,10,18,0,131,6,331,500,19,12454,0,0,0,16450,411,4585,94,12980,"[5586, 5585, 5587, 5586, 5586, 5588, 5585, 5586, 5587, 5585, 5587, 5588, 5587, 5585, 7340, 972, 5588]",hidden,,,54,3766.99,False,False,1769057458,2530,381,0,4,False,59,True,0,1,13957,21083,0.023715415019762848,1.73,0,"{'gold_per_min': {'raw': 331, 'pct': 0.3785488958990536}, 'xp_per_min': {'raw': 500, 'pct': 0.3911671924290221}, 'kills_per_min': {'raw': 0.023715415019762844, 'pct': 0.1167192429022082}, 'last_hits_per_min': {'raw': 3.1067193675889326, 'pct': 0.5520504731861199}, 'hero_damage_per_min': {'raw': 390.1185770750988, 'pct': 0.5205047318611987}, 'hero_healing_per_min': {'raw': 108.73517786561264, 'pct': 0.6908517350157729}, 'tower_damage': {'raw': 411, 'pct': 0.45741324921135645}}",8659172466,,,,,2026-01-22 04:50:58
1195957275,131,1,3,105,2,259,180,102,108,232,235,0,42,0,1158,1583,14,17,10,0,96,0,442,554,21,18507,0,1,0,44167,0,0,32,18945,"[879, 5601, 879, 5601, 879, 5599, 5601, 5601, 879, 886, 6997, 886, 5599, 886, 886, 6282, 5599, 412]",hidden,,,54,3766.99,False,True,1769054208,2777,251,0,4,False,59,False,0,1,20457,25640,0.30248469571480013,1.33,0,"{'gold_per_min': {'raw': 442, 'pct': 0.625920471281296}, 'xp_per_min': {'raw': 554, 'pct': 0.4727540500736377}, 'kills_per_min': {'raw': 0.30248469571480013, 'pct': 0.865979381443299}, 'last_hits_per_min': {'raw': 2.074180770615772, 'pct': 0.27982326951399117}, 'hero_damage_per_min': {'raw': 954.2743968311127, 'pct': 0.7290132547864506}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.8468335787923417}, 'tower_damage': {'raw': 0, 'pct': 0.18114874815905743}}",8659142743,15.0,,,,2026-01-22 03:56:48
1195957275,3,0,3,62,2,226,202,98,108,232,214,36,0,0,1721,1577,9,24,22,0,61,5,493,629,24,20905,0,0,0,15395,102,0,845,20610,"[1314, 5286, 5287, 1314, 5286, 5288, 5286, 5286, 5287, 1314, 5287, 6009, 5288, 1314, 5287, 7040, 5288, 878]",hidden,,,54,3766.99,False,True,1768973566,3278,251,0,4,False,59,True,1,0,26934,34364,0.16473459426479561,1.24,0,"{'gold_per_min': {'raw': 493, 'pct': 0.6225596529284165}, 'xp_per_min': {'raw': 629, 'pct': 0.5704989154013015}, 'kills_per_min': {'raw': 0.16473459426479561, 'pct': 0.6464208242950108}, 'last_hits_per_min': {'raw': 1.1165344722391701, 'pct': 0.31670281995661603}, 'hero_damage_per_min': {'raw': 281.78767541183646, 'pct': 0.2472885032537961}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.631236442516269}, 'tower_damage': {'raw': 102, 'pct': 0.3796095444685466}}",8657961379,15.0,,,,2026-01-21 05:32:46
1195957275,0,0,0,21,4,30,63,116,141,166,135,42,0,0,1601,1597,15,13,21,0,231,4,589,1107,29,29796,1,0,0,55768,4043,0,4796,26500,"[5132, 5131, 5131, 5130, 5131, 5133, 5132, 5131, 5130, 5132, 5920, 5130, 5133, 5132, 5130, 5133, 6992, 7889, 1071, 1195, 6562, 7062]",hidden,,,54,3766.99,False,True,1768969762,3314,251,0,4,False,59,True,1,0,32532,61143,0.27157513578756787,2.57,0,"{'gold_per_min': {'raw': 589, 'pct': 0.819140308191403}, 'xp_per_min': {'raw': 1107, 'pct': 0.9367396593673966}, 'kills_per_min': {'raw': 0.2715751357875679, 'pct': 0.6504460665044607}, 'last_hits_per_min': {'raw': 4.1822570911285455, 'pct': 0.5474452554744526}, 'hero_damage_per_min': {'raw': 1009.6801448400724, 'pct': 0.9416058394160584}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.8240064882400648}, 'tower_damage': {'raw': 4043, 'pct': 0.6358475263584753}}",8657926118,15.0,,,,2026-01-21 04:29:22
1195957275,0,0,0,40,2,231,119,100,249,235,30,232,43,0,1642,1587,14,14,18,0,427,10,637,917,30,40180,1,1,0,71443,3596,6482,7180,35055,"[5178, 5180, 5179, 5180, 5180, 1105, 5180, 5179, 5178, 5179, 5179, 1105, 5178, 859, 5178, 811, 1105, 548, 6058, 6979, 6532, 6980, 6981]",hidden,,,54,3766.99,False,True,1768884693,4433,381,0,4,False,59,True,1,0,47063,67751,0.18948793142341527,2.13,0,"{'gold_per_min': {'raw': 637, 'pct': 0.9828178694158075}, 'xp_per_min': {'raw': 917, 'pct': 0.9644902634593356}, 'kills_per_min': {'raw': 0.1894879314234153, 'pct': 0.7640320733104238}, 'last_hits_per_min': {'raw': 5.779381908414166, 'pct': 0.9312714776632303}, 'hero_damage_per_min': {'raw': 966.9704489059327, 'pct': 0.852233676975945}, 'hero_healing_per_min': {'raw': 87.73291224904128, 'pct': 0.8064146620847652}, 'tower_damage': {'raw': 3596, 'pct': 0.7972508591065293}}",8656697856,,,,,2026-01-20 04:51:33
1195957275,1,0,1,20,2,50,485,28,0,0,0,0,0,0,0,0,0,4,0,2,39,8,173,192,9,2678,0,0,0,6025,0,0,3,2815,"[5122, 5123, 5124, 5122, 5123, 5125, 5124, 5122]",hidden,,,54,3766.99,False,False,1768802293,1574,251,0,4,False,59,True,0,1,4538,5036,,0.0,1,"{'gold_per_min': {'raw': 173, 'pct': 0.020050125313283207}, 'xp_per_min': {'raw': 192, 'pct': 0.02506265664160401}, 'kills_per_min': {'raw': 0, 'pct': 0.047619047619047616}, 'last_hits_per_min': {'raw': 1.4866581956797968, 'pct': 0.5213032581453634}, 'hero_damage_per_min': {'raw': 229.66963151207116, 'pct': 0.11027568922305764}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.6791979949874687}, 'tower_damage': {'raw': 0, 'pct': 0.19047619047619047}}",8655482574,15.0,,,,2026-01-19 05:58:13
1195957275,2,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,9,1,122,37,4,4,0,0,0,2360,0,0,4,945,"[5028, 5029]",hidden,,,54,3766.99,False,False,1768796793,2390,412,7,22,False,59,True,0,1,4859,1473,,0.0,1,"{'gold_per_min': {'raw': 122, 'pct': 0}, 'xp_per_min': {'raw': 37, 'pct': 0}, 'kills_per_min': {'raw': 0, 'pct': 0.024242424242424242}, 'last_hits_per_min': {'raw': 0.22594142259414227, 'pct': 0}, 'hero_damage_per_min': {'raw': 59.24686192468619, 'pct': 0.007792207792207792}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.04069264069264069}, 'tower_damage': {'raw': 0, 'pct': 0.14632034632034632}}",8655430853,,2.0,[],1.0,2026-01-19 04:26:33
1195957275,131,1,3,44,3,63,208,116,168,135,145,0,0,0,1643,1594,10,10,16,0,415,3,654,927,27,25982,0,0,0,52660,4459,0,2082,26100,"[5190, 5191, 1287, 5190, 5190, 5193, 1287, 5190, 5191, 5191, 5191, 559, 5193, 1287, 1287, 491, 5193, 490, 6192, 483]",hidden,,,54,3766.99,False,True,1768708889,3096,381,7,22,False,59,False,0,1,33746,47833,0.19379844961240308,2.36,0,"{'gold_per_min': {'raw': 654, 'pct': 0.6788888888888889}, 'xp_per_min': {'raw': 927, 'pct': 0.6544444444444445}, 'kills_per_min': {'raw': 0.19379844961240308, 'pct': 0.41}, 'last_hits_per_min': {'raw': 8.042635658914728, 'pct': 0.6777777777777778}, 'hero_damage_per_min': {'raw': 1020.5426356589148, 'pct': 0.8322222222222222}, 'hero_healing_per_min': {'raw': 0, 'pct': 0.9733333333333334}, 'tower_damage': {'raw': 4459, 'pct': 0.6022222222222222}}",8653893230,,8.0,[],1.0,2026-01-18 04:01:29
